AccessionID,JournalID,JIF
PMC9764661,"2399-6641,",1.6
PMC10202939,"2041-1723,",15.7
PMC9550796,"2041-1723,",15.7
PMC10076315,"2041-1723,",15.7
PMC10121604,"2041-1723,",15.7
PMC10639084,"0305-1048,1362-4962,",13.1
PMC9618609,"2296-858X,",3.0
PMC10560257,"2041-1723,",15.7
PMC10124259,"2044-6055,",2.3
PMC9777399,"2075-4418,",3.3
PMC9122607,"0305-1048,1362-4962,",13.1
PMC10460852,"2198-3844,",14.1
PMC10427382,"2198-3844,",14.1
PMC10289493,"2049-0801,",1.6
PMC9588062,"2041-1723,",15.7
PMC10430758,"2572-9241,",14.6
PMC10627824,"2001-3078,",14.5
PMC10400799,"2468-2667,",25.2
PMC9701786,"2041-1723,",15.7
PMC10759111,"2044-6055,",2.3
PMC9092538,"1658-3639,1658-7774,",2.1
PMC9365047,"0166-0616,1872-9797,",17.1
PMC9082431,"1226-3303,2005-6648,",2.4
PMC9840343,"2731-4553,",2.6
PMC9763180,"0017-5749,1468-3288,",26.2
PMC9018425,"1078-8956,1546-170X,",50.0
PMC10364181,"2044-6055,",2.3
PMC9577442,"2049-0801,",1.6
PMC10429193,"2572-9241,",14.6
PMC9129893,"1756-994X,",11.2
PMC10407545,"2666-6758,",25.7
PMC10157728,"1838-7640,",13.3
PMC8962678,"2399-3529,",11.1
PMC8934624,"0305-1048,1362-4962,",13.1
PMC9330516,"1838-7640,",13.3
PMC9314003,"1687-9627,1687-9635,",0.7
PMC9430552,"2572-9241,",14.6
PMC10501992,"1097-2765,1097-4164,",16.6
PMC9345863,"2041-1723,",15.7
PMC9755217,"2041-1723,",15.7
PMC9904219,"1178-7074,",2.0
PMC10619012,"2044-6055,",2.3
PMC9326133,"2041-1723,",15.7
PMC10074357,"2041-1723,",15.7
PMC9293904,"2041-1723,",15.7
PMC10685836,"1029-2977,1735-3947,1029-2977,",1.0
PMC9131265,"1838-7640,",13.3
PMC9898563,"2041-1723,",15.7
PMC10657495,"0269-2163,1477-030X,",3.9
PMC9317842,"2075-4418,",3.3
PMC10853709,"2198-3844,",14.1
PMC9266796,"1734-1922,1896-9151,",3.3
PMC9637141,"2041-1723,",15.7
PMC10429934,"2572-9241,",14.6
PMC10634099,"1750-1326,",17.5
PMC10430599,"2572-9241,",14.6
PMC8818610,"2190-5991,2190-6009,",9.1
PMC10627727,"1011-8934,1598-6357,",2.3
PMC10082765,"2041-1723,",15.7
PMC9554051,"1081-5589,1708-8267,",2.0
PMC9821769,"2077-0383,",2.9
PMC9917608,"2077-0383,",2.9
PMC10415595,"2001-3078,",14.5
PMC9994136,"2050-0904,",0.6
PMC9059194,"2398-8835,",2.1
PMC9652165,"1828-0447,1970-9366,",3.8
PMC9081811,"2296-858X,",3.0
PMC10138096,"2075-4418,",3.3
PMC10472511,"0002-7863,1520-5126,",15.7
PMC8827206,"2433-328X,2433-3298,",1.8
PMC9859759,"1465-7392,1476-4679,",19.5
PMC8931073,"2095-9907,2059-3635,",52.7
PMC8983782,"2041-1723,",15.7
PMC9978730,"2754-0413,",10.0
PMC10415121,"0305-1048,1362-4962,",13.1
PMC9052533,"1741-7015,",8.3
PMC10104871,"2041-1723,",15.7
PMC9750575,"0025-7974,1536-5964,",1.4
PMC9335025,"2044-6055,",2.3
PMC8878711,"2077-0383,",2.9
PMC9978887,"0008-5472,1538-7445,",16.6
PMC9177964,"2041-1723,",15.7
PMC9184874,"2049-0801,",1.6
PMC9287516,"2311-6706,2150-5551,",36.3
PMC10751817,"2589-5370,",10.0
PMC10099882,"1741-7015,",8.3
PMC10390482,"2041-1723,",15.7
PMC10406918,"2056-5968,",12.5
PMC9972458,"2044-6055,",2.3
PMC10083526,"2044-6055,",2.3
PMC8851854,"2049-2618,",12.7
PMC10201248,"2044-6055,",2.3
PMC10862563,"1680-6905,1729-0503,",0.9
PMC10484938,"2095-9907,2059-3635,",52.7
PMC8822590,"2523-3548,",24.9
PMC9187092,"1549-1277,1549-1676,",9.9
PMC9239619,"0025-7974,1536-5964,",1.4
PMC10718400,"2049-0801,",1.6
PMC9474520,"2041-1723,",15.7
PMC10142343,"1010-660X,1648-9144,",2.4
PMC8826067,"2296-858X,",3.0
PMC8904757,"1179-142X,",0.6
PMC8777046,"2050-0904,",0.6
PMC10634459,"1658-631X,2321-4856,",1.5
PMC10460208,"1178-7074,",2.0
PMC9305975,"0002-7863,1520-5126,",15.7
PMC8850208,"2398-8835,",2.1
PMC9152426,"2296-858X,",3.0
PMC10402962,"0025-7974,1536-5964,",1.4
PMC10407304,"2433-328X,2433-3298,",1.8
PMC8761618,"2296-858X,",3.0
PMC10171636,"2095-5138,2053-714X,",17.1
PMC9287614,"2213-2317,",11.9
PMC10534579,"1010-660X,1648-9144,",2.4
PMC8995176,"1177-889X,",2.0
PMC10755612,"2689-0186,",11.3
PMC9500611,"2077-0383,",2.9
PMC10401088,"2198-3844,",14.1
PMC10519779,"1011-8934,1598-6357,",2.3
PMC10558652,"2050-0904,",0.6
PMC9095492,"0028-0836,1476-4687,",48.5
PMC9094049,"2296-858X,",3.0
PMC10626835,"2044-6055,",2.3
PMC8769864,"1687-9627,1687-9635,",0.7
PMC9618554,"2041-1723,",15.7
PMC10647744,"2075-4418,",3.3
PMC10553009,"0025-7974,1536-5964,",1.4
PMC10617183,"1741-7015,",8.3
PMC9621523,"2572-9241,",14.6
PMC10289778,"0025-7974,1536-5964,",1.4
PMC9160389,"0903-1936,1399-3003,",21.2
PMC9409862,"2077-0383,",2.9
PMC9902005,"0025-7974,1536-5964,",1.4
PMC9366920,"1941-5923,",0.7
PMC10586377,"0002-7863,1520-5126,",15.7
PMC9649586,"2311-6706,2150-5551,",36.3
PMC10514735,"2574-3805,",9.7
PMC10784984,"2369-3762,",12.6
PMC10318682,"1741-7015,",8.3
PMC9562311,"2044-6055,",2.3
PMC10000880,"2075-4418,",3.3
PMC10546151,"2044-6055,",2.3
PMC10095119,"2077-0383,",2.9
PMC9494585,"2044-6055,",2.3
PMC9042359,"0149-2195,1545-861X,",17.3
PMC10743748,"2077-0383,",2.9
PMC9605365,"2077-0383,",2.9
PMC8984045,"2044-6055,",2.3
PMC10706662,"2075-4418,",3.3
PMC9429872,"2572-9241,",14.6
PMC8804265,"2213-2317,",11.9
PMC10767840,"0305-1048,1362-4962,",13.1
PMC9124713,"2213-2317,",11.9
PMC9749668,"0379-5284,1658-3175,0379-5284,",1.5
PMC9704891,"0025-7974,1536-5964,",1.4
PMC10050162,"2041-1723,",15.7
PMC10066567,"0903-1936,1399-3003,",21.2
PMC9267175,"2077-0383,",2.9
PMC10980411,"0025-7974,1536-5964,",1.4
PMC10146582,"2077-0383,",2.9
PMC8867325,"2044-6055,",2.3
PMC9622570,"0025-7974,1536-5964,",1.4
PMC9428638,"1392-0138,2029-4174,",0.5
PMC8748707,"2041-1723,",15.7
PMC9918343,"1469-493X,1361-6137,",9.4
PMC10054800,"2077-0383,",2.9
PMC9227159,"1010-660X,1648-9144,",2.4
PMC10789891,"2523-1995,",0.7
PMC9681658,"2214-109X,",18.0
PMC10311537,"0002-7863,1520-5126,",15.7
PMC9994492,"0379-5284,1658-3175,0379-5284,",1.5
PMC8953839,"2077-0383,",2.9
PMC9402445,"2044-6055,",2.3
PMC10002993,"2077-0383,",2.9
PMC10301079,"1010-660X,1648-9144,",2.4
PMC8812164,"0256-4947,0975-4466,",1.8
PMC10033413,"1078-8956,1546-170X,",50.0
PMC10175264,"2041-1723,",15.7
PMC10711392,"1818-0876,2221-285X,",11.9
PMC9013614,"2287-2728,2287-285X,",16.9
PMC10594142,"2574-3805,",9.7
PMC10644042,"0006-4971,1528-0020,",23.1
PMC10495173,"0820-3946,1488-2329,",12.2
PMC10700170,"2198-3844,",14.1
PMC8968535,"2044-6055,",2.3
PMC9946954,"2041-1723,",15.7
PMC9669490,"2050-0904,",0.6
PMC10947235,"1444-0903,1445-5994,",1.5
PMC10696481,"2574-3805,",9.7
PMC10089569,"2095-5138,2053-714X,",17.1
PMC9136694,"2044-6055,",2.3
PMC8928466,"0001-4842,1520-4898,",17.7
PMC10810221,"0305-1048,1362-4962,",13.1
PMC9228515,"1010-660X,1648-9144,",2.4
PMC9827265,"2044-6055,",2.3
PMC10004548,"2077-0383,",2.9
PMC10551954,"2044-6055,",2.3
PMC9731690,"2198-3844,",14.1
PMC9616927,"2041-1723,",15.7
PMC10125795,"1011-8934,1598-6357,",2.3
PMC10014563,"2296-858X,",3.0
PMC10042732,"1011-8934,1598-6357,",2.3
PMC10176328,"2633-3767,2633-3775,",1.7
PMC10500046,"2050-0904,",0.6
PMC8845105,"1011-8934,1598-6357,",2.3
PMC10989798,"2770-5986,2770-596X,",33.2
PMC9872487,"2044-6055,",2.3
PMC9459473,"2050-3121,",2.1
PMC10666174,"2296-858X,",3.0
PMC10413620,"2162-3619,",13.5
PMC10380550,"2077-0383,",2.9
PMC8770994,"2050-0904,",0.6
PMC10122972,"0016-2590,2185-4610,",0.9
PMC10497535,"2001-3078,",14.5
PMC9121698,"1658-631X,2321-4856,",1.5
PMC9492947,"2296-858X,",3.0
PMC9259675,"2041-1723,",15.7
PMC9145941,"1010-660X,1648-9144,",2.4
PMC10188988,"2296-858X,",3.0
PMC9939367,"2211-3835,2211-3843,",14.6
PMC10473378,"2049-0801,",1.6
PMC8815240,"1476-4598,",33.9
PMC8889634,"1477-3155,",12.6
PMC10335407,"2044-6055,",2.3
PMC10767806,"0305-1048,1362-4962,",13.1
PMC10953719,"2198-3844,",14.1
PMC10023714,"2041-1723,",15.7
PMC10071145,"2050-313X,",0.6
PMC10578747,"0025-7974,1536-5964,",1.4
PMC9660619,"2044-6055,",2.3
PMC10172005,"0013-726X,1438-8812,",12.8
PMC10289682,"2049-0801,",1.6
PMC8871037,"2075-4418,",3.3
PMC9558983,"1741-7015,",8.3
PMC9494190,"2574-3805,",9.7
PMC9384350,"2049-0801,",1.6
PMC9382489,"1680-6905,1729-0503,",0.9
PMC10718398,"2049-0801,",1.6
PMC10253672,"2077-0383,",2.9
PMC10645054,"2296-858X,",3.0
PMC10632132,"1061-4036,1546-1718,",29.0
PMC10158123,"1522-8517,1523-5866,",13.4
PMC10203342,"2041-1723,",15.7
PMC9516244,"1838-7640,",13.3
PMC9170708,"2041-1723,",15.7
PMC10254808,"2044-6055,",2.3
PMC9638900,"0305-1048,1362-4962,",13.1
PMC10442217,"0013-726X,1438-8812,",12.8
PMC9666254,"1226-3303,2005-6648,",2.4
PMC10433123,"2050-0904,",0.6
PMC8734024,"2044-6055,",2.3
PMC10148820,"2041-1723,",15.7
PMC9929340,"2041-1723,",15.7
PMC10709778,"2574-3805,",9.7
PMC9747786,"2041-1723,",15.7
PMC9681813,"2296-858X,",3.0
PMC9429128,"2572-9241,",14.6
PMC9281099,"1756-8722,",40.4
PMC9518752,"2296-858X,",3.0
PMC9613687,"2041-1723,",15.7
PMC10533373,"2050-0904,",0.6
PMC9411621,"2041-1723,",15.7
PMC10355068,"2049-2618,",12.7
PMC9222155,"2075-4418,",3.3
PMC9692548,"1010-660X,1648-9144,",2.4
PMC8836952,"2077-0383,",2.9
PMC10830411,"0028-0836,1476-4687,",48.5
PMC10015044,"2398-6352,",15.1
PMC9858411,"2075-4418,",3.3
PMC9318288,"2075-4418,",3.3
PMC10149070,"1178-7074,",2.0
PMC10284231,"0379-5284,1658-3175,0379-5284,",1.5
PMC9422311,"2049-0801,",1.6
PMC9756175,"1757-790X,",0.5
PMC10369198,"2574-3805,",9.7
PMC9250508,"2041-1723,",15.7
PMC10528401,"2075-4418,",3.3
PMC9764644,"1757-790X,",0.5
PMC9011954,"1477-3155,",12.6
PMC10637424,"0025-7974,1536-5964,",1.4
PMC10443718,"0971-5916,0975-9174,",2.5
PMC9637939,"2398-8835,",2.1
PMC9572793,"2077-0383,",2.9
PMC9083393,"2044-6055,",2.3
PMC10740307,"1741-7015,",8.3
PMC8915160,"2050-0904,",0.6
PMC9535155,"2044-6055,",2.3
PMC9320435,"2077-0383,",2.9
PMC10054581,"2077-0383,",2.9
PMC9164556,"2162-3619,",13.5
PMC10341191,"2075-4418,",3.3
PMC9944004,"0366-6999,2542-5641,",7.3
PMC9898032,"0887-6924,1476-5551,",13.4
PMC10430579,"2572-9241,",14.6
PMC9739949,"1179-142X,",0.6
PMC9258717,"2296-858X,",3.0
PMC10696227,"2666-7762,",13.0
PMC10335584,"2044-6055,",2.3
PMC10727954,"1525-0016,1525-0024,",12.0
PMC10079912,"2296-858X,",3.0
PMC10026124,"2050-313X,",0.6
PMC9821428,"2077-0383,",2.9
PMC10767406,"2198-3844,",14.1
PMC9515098,"2041-1723,",15.7
PMC10047497,"2075-4418,",3.3
PMC9100787,"2077-0383,",2.9
PMC9407088,"2075-4418,",3.3
PMC10129220,"2049-0801,",1.6
PMC9993296,"1680-6905,1729-0503,",0.9
PMC10214442,"0002-7863,1520-5126,",15.7
PMC8823075,"2044-6055,",2.3
PMC10429190,"2572-9241,",14.6
PMC9422285,"2049-0801,",1.6
PMC10406047,"2049-0801,",1.6
PMC10016306,"2044-6055,",2.3
PMC8869620,"0366-6999,2542-5641,",7.3
PMC9477250,"0820-3946,1488-2329,",12.2
PMC10105427,"2049-2618,",12.7
PMC10235900,"2190-5991,2190-6009,",9.1
PMC9228342,"1010-660X,1648-9144,",2.4
PMC10558457,"2041-1723,",15.7
PMC9381716,"2041-1723,",15.7
PMC10744677,"1010-660X,1648-9144,",2.4
PMC8753225,"2050-313X,",0.6
PMC9204550,"2574-3805,",9.7
PMC9712432,"1674-2818,2049-3169,",12.2
PMC10160058,"2095-5545,2047-7538,",23.4
PMC9794269,"0025-7974,1536-5964,",1.4
PMC9293308,"1552-5260,1552-5279,",11.1
PMC10429893,"2572-9241,",14.6
PMC9543022,"0025-7974,1536-5964,",1.4
PMC9454250,"0013-936X,1520-5851,",11.3
PMC9749681,"0379-5284,1658-3175,0379-5284,",1.5
PMC10003258,"2077-0383,",2.9
PMC10359275,"2095-4700,2095-6231,",15.0
PMC10108549,"1750-1326,",17.5
PMC9225377,"2077-0383,",2.9
PMC10607547,"2077-0383,",2.9
PMC10235132,"1001-0602,1748-7838,",25.9
PMC8945366,"1936-0851,1936-086X,",16.1
PMC9655848,"2077-0383,",2.9
PMC10481414,"1195-1982,1708-8305,",6.4
PMC9745472,"2190-5991,2190-6009,",9.1
PMC10501398,"2296-858X,",3.0
PMC10620232,"2041-1723,",15.7
PMC10673349,"1010-660X,1648-9144,",2.4
PMC10337274,"2398-8835,",2.1
PMC9484506,"2229-516X,2248-9606,",0.8
PMC9748968,"2044-6055,",2.3
PMC9762281,"2198-3844,",14.1
PMC10508445,"0025-7974,1536-5964,",1.4
PMC9597227,"2287-2728,2287-285X,",16.9
PMC9135719,"2041-1723,",15.7
PMC9755907,"2044-6055,",2.3
PMC9375547,"1178-7074,",2.0
PMC9490268,"2296-858X,",3.0
PMC9728145,"1923-4155,1923-4163,",0.9
PMC9077033,"1610-3653,1610-3661,",20.4
PMC9629534,"0971-5916,0975-9174,",2.5
PMC10217432,"2075-4418,",3.3
PMC9736976,"2077-0383,",2.9
PMC8978379,"1476-4598,",33.9
PMC10450688,"0002-7863,1520-5126,",15.7
PMC10878476,"0971-5916,0975-9174,",2.5
PMC9659217,"2077-0383,",2.9
PMC10445370,"2044-6055,",2.3
PMC10775150,"2155-5435,",13.1
PMC9839857,"2198-3844,",14.1
PMC10129241,"2049-0801,",1.6
PMC9622643,"0025-7974,1536-5964,",1.4
PMC9667211,"2146-3123,2146-3131,",3.8
PMC9961429,"1010-660X,1648-9144,",2.4
PMC10341221,"2075-4418,",3.3
PMC9134498,"1936-0851,1936-086X,",16.1
PMC9527514,"1522-8517,1523-5866,",13.4
PMC9363043,"1177-889X,",2.0
PMC10603174,"2041-1723,",15.7
PMC9456525,"2077-0383,",2.9
PMC9669423,"2296-858X,",3.0
PMC10420106,"2077-0383,",2.9
PMC8870870,"2075-4418,",3.3
PMC10036635,"2041-1723,",15.7
PMC10430500,"2572-9241,",14.6
PMC9629529,"0971-5916,0975-9174,",2.5
PMC9322693,"2075-4418,",3.3
PMC10428372,"2572-9241,",14.6
PMC9664529,"2050-0904,",0.6
PMC8713238,"1682-024X,1681-715X,",1.7
PMC9864999,"1010-660X,1648-9144,",2.4
PMC9251975,"2050-3121,",2.1
PMC9844367,"2076-3271,",4.4
PMC10264805,"2296-858X,",3.0
PMC9289018,"2044-6055,",2.3
PMC9139605,"2075-4418,",3.3
PMC9587685,"1750-1326,",17.5
PMC10843383,"0025-7974,1536-5964,",1.4
PMC10429656,"2572-9241,",14.6
PMC8983995,"2044-6055,",2.3
PMC10095456,"2077-0383,",2.9
PMC10429404,"2572-9241,",14.6
PMC10033513,"2041-1723,",15.7
PMC9857572,"2075-4418,",3.3
PMC10313309,"0025-7974,1536-5964,",1.4
PMC8505466,"1828-0447,1970-9366,",3.8
PMC10310691,"2311-6706,2150-5551,",36.3
PMC9134504,"1936-0851,1936-086X,",16.1
PMC9955324,"2075-4418,",3.3
PMC10802766,"2075-4418,",3.3
PMC9821689,"2077-0383,",2.9
PMC9254371,"1449-1907,",3.2
PMC9738699,"2077-0383,",2.9
PMC10095093,"2077-0383,",2.9
PMC9895920,"2044-6055,",2.3
PMC10253840,"2077-0383,",2.9
PMC10358352,"1010-660X,1648-9144,",2.4
PMC10597641,"0008-6363,1755-3245,",13.3
PMC9157362,"2044-6055,",2.3
PMC8905194,"2050-3121,",2.1
PMC10051240,"1010-660X,1648-9144,",2.4
PMC8981998,"0256-4947,0975-4466,",1.8
PMC10520665,"2198-3844,",14.1
PMC9362794,"2044-6055,",2.3
PMC8859411,"2296-858X,",3.0
PMC10315622,"0006-4971,1528-0020,",23.1
PMC9228043,"0013-936X,1520-5851,",11.3
PMC9007449,"0013-936X,1520-5851,",11.3
PMC9936040,"0025-7974,1536-5964,",1.4
PMC9971548,"2589-5370,",10.0
PMC10405057,"2666-7762,",13.0
PMC9351897,"0025-7974,1536-5964,",1.4
PMC10752475,"0366-6999,2542-5641,",7.3
PMC10552544,"0013-936X,1520-5851,",11.3
PMC10429950,"2572-9241,",14.6
PMC9760078,"1177-889X,",2.0
PMC10625063,"2198-3844,",14.1
PMC9415700,"1010-660X,1648-9144,",2.4
PMC9048113,"2666-6758,",25.7
PMC9481434,"0366-6999,2542-5641,",7.3
PMC10707335,"2077-0383,",2.9
PMC9509026,"0025-7974,1536-5964,",1.4
PMC10608529,"1010-660X,1648-9144,",2.4
PMC10602916,"0305-1048,1362-4962,",13.1
PMC9913178,"2050-0904,",0.6
PMC10455492,"2077-0383,",2.9
PMC10562942,"2574-3805,",9.7
PMC9259731,"2198-3844,",14.1
PMC9027196,"1010-660X,1648-9144,",2.4
PMC10305051,"1010-660X,1648-9144,",2.4
PMC10548310,"2574-3805,",9.7
PMC8905137,"2050-0904,",0.6
PMC10984510,"1552-5260,1552-5279,",11.1
PMC10179111,"2077-0383,",2.9
PMC9062462,"2044-6055,",2.3
PMC8958549,"2452-199X,",20.3
PMC10520087,"2398-6352,",15.1
PMC9935890,"2041-1723,",15.7
PMC10364299,"1682-024X,1681-715X,",1.7
PMC8977752,"2044-6055,",2.3
PMC9616214,"1549-1277,1549-1676,",9.9
PMC9437140,"1552-5260,1552-5279,",11.1
PMC9979640,"1936-0851,1936-086X,",16.1
PMC9918252,"2077-0383,",2.9
PMC10173355,"1529-1006,2160-0031,",17.6
PMC8887725,"1549-1277,1549-1676,",9.9
PMC9604831,"2077-0383,",2.9
PMC9382505,"1680-6905,1729-0503,",0.9
PMC10129184,"2049-0801,",1.6
PMC9573770,"0013-936X,1520-5851,",11.3
PMC9110376,"2041-1723,",15.7
PMC10933648,"2198-3844,",14.1
PMC9866959,"1010-660X,1648-9144,",2.4
PMC10429397,"2572-9241,",14.6
PMC8877564,"2077-0383,",2.9
PMC10719068,"0168-6445,1574-6976,",12.3
PMC10106250,"0366-6999,2542-5641,",7.3
PMC9777340,"2075-4418,",3.3
PMC10480000,"0820-3946,1488-2329,",12.2
PMC9146077,"2077-0383,",2.9
PMC10076921,"2799-8010,",1.4
PMC9544703,"0105-4538,1398-9995,",12.0
PMC10470781,"0025-7974,1536-5964,",1.4
PMC10635981,"2311-6706,2150-5551,",36.3
PMC8789871,"2041-1723,",15.7
PMC9221883,"2075-4418,",3.3
PMC9516234,"1838-7640,",13.3
PMC9262610,"0305-1048,1362-4962,",13.1
PMC9652371,"2041-1723,",15.7
PMC9369454,"2077-0383,",2.9
PMC10121696,"2041-1723,",15.7
PMC10404236,"2041-1723,",15.7
PMC10366101,"2041-1723,",15.7
PMC9069257,"2574-3805,",9.7
PMC9659508,"0212-6567,1578-1275,",1.6
PMC10179720,"2077-0383,",2.9
PMC9864636,"2077-0383,",2.9
PMC10508559,"0366-6999,2542-5641,",7.3
PMC10499932,"2095-9907,2059-3635,",52.7
PMC9917969,"2077-0383,",2.9
PMC10364277,"1682-024X,1681-715X,",1.7
PMC9665889,"0025-7974,1536-5964,",1.4
PMC9324639,"2077-0383,",2.9
PMC10029779,"0342-4642,1432-1238,",22.1
PMC9233700,"2041-1723,",15.7
PMC9068694,"2095-5545,2047-7538,",23.4
PMC10137942,"2075-4418,",3.3
PMC9917466,"2077-0383,",2.9
PMC9749461,"0305-1048,1362-4962,",13.1
PMC10227081,"2095-5545,2047-7538,",23.4
PMC8911144,"2077-0383,",2.9
PMC9909164,"2050-0904,",0.6
PMC8748509,"2041-1723,",15.7
PMC9630534,"2095-5545,2047-7538,",23.4
PMC9254251,"1838-7640,",13.3
PMC8904233,"2589-5370,",10.0
PMC9803495,"0025-7974,1536-5964,",1.4
PMC9902656,"2296-858X,",3.0
PMC10267771,"2574-3805,",9.7
PMC10473226,"1040-4651,1532-298X,",11.6
PMC9556936,"2452-199X,",20.3
PMC9453991,"2044-6055,",2.3
PMC10480721,"1682-024X,1681-715X,",1.7
PMC10429035,"2572-9241,",14.6
PMC10589517,"0025-7974,1536-5964,",1.4
PMC9673049,"2452-199X,",20.3
PMC10475099,"2041-1723,",15.7
PMC10254691,"2044-6055,",2.3
PMC10649619,"2044-6055,",2.3
PMC9829765,"0013-726X,1438-8812,",12.8
PMC10209483,"0212-6567,1578-1275,",1.6
PMC10378611,"2075-4418,",3.3
PMC10232663,"1818-0876,2221-285X,",11.9
PMC10014235,"1525-0016,1525-0024,",12.0
PMC10095259,"2077-0383,",2.9
PMC9975215,"2041-1723,",15.7
PMC9906251,"2044-6055,",2.3
PMC9735241,"0013-726X,1438-8812,",12.8
PMC8917207,"2041-1723,",15.7
PMC10721474,"2590-3462,",11.6
PMC9161195,"1110-7782,2090-9098,",1.0
PMC10286745,"0105-4538,1398-9995,",12.0
PMC10190853,"2766-8509,2766-2098,",22.5
PMC9165198,"2398-8835,",2.1
PMC10231741,"0971-5916,0975-9174,",2.5
PMC9697292,"2077-0383,",2.9
PMC9818984,"2075-4418,",3.3
PMC10328723,"0012-0472,1439-4413,",0.7
PMC10385559,"1010-660X,1648-9144,",2.4
PMC10106213,"0366-6999,2542-5641,",7.3
PMC9263083,"2296-858X,",3.0
PMC10692477,"2211-3835,2211-3843,",14.6
PMC10500141,"2146-3123,2146-3131,",3.8
PMC10326643,"2574-3805,",9.7
PMC9445428,"2050-0904,",0.6
PMC9085816,"2041-1723,",15.7
PMC10000399,"2075-4418,",3.3
PMC9866692,"2077-0383,",2.9
PMC9096095,"2296-858X,",3.0
PMC9146926,"2077-0383,",2.9
PMC10553158,"0025-7974,1536-5964,",1.4
PMC9052492,"2046-4053,",3.9
PMC9096269,"2452-199X,",20.3
PMC9036433,"2044-6055,",2.3
PMC9125699,"2044-6055,",2.3
PMC10120437,"2053-8855,",0.4
PMC10400400,"0918-2918,1349-7235,",1.1
PMC9134395,"2324-7096,",0.8
PMC9336083,"1752-1947,",0.8
PMC10206076,"2041-1723,",15.7
PMC9782785,"0002-7863,1520-5126,",15.7
PMC8802554,"2049-0801,",1.6
PMC9399092,"2041-1723,",15.7
PMC10955778,"1552-5260,1552-5279,",11.1
PMC9689268,"2075-4418,",3.3
PMC10008403,"2044-6055,",2.3
PMC10669971,"2075-4418,",3.3
PMC10058845,"1010-660X,1648-9144,",2.4
PMC9841756,"1011-7571,1423-0151,",2.2
PMC9656930,"2077-0383,",2.9
PMC10729277,"2044-6055,",2.3
PMC9097869,"2296-858X,",3.0
PMC9139293,"2075-4418,",3.3
PMC9091430,"1011-8934,1598-6357,",2.3
PMC9862742,"2077-0383,",2.9
PMC10324139,"1756-8722,",40.4
PMC10673581,"1010-660X,1648-9144,",2.4
PMC10117979,"2296-858X,",3.0
PMC9125840,"1477-3155,",12.6
PMC9279635,"2211-3835,2211-3843,",14.6
PMC10570063,"2190-5991,2190-6009,",9.1
PMC9807202,"0971-5916,0975-9174,",2.5
PMC9968330,"2041-1723,",15.7
PMC9156749,"2041-1723,",15.7
PMC9037252,"1941-5923,",0.7
PMC8779527,"2077-0383,",2.9
PMC10706911,"2077-0383,",2.9
PMC10299195,"2077-0383,",2.9
PMC10727795,"0820-3946,1488-2329,",12.2
PMC8961134,"2044-6055,",2.3
PMC9537738,"2296-858X,",3.0
PMC10029151,"1752-1947,",0.8
PMC9127945,"2053-8855,",0.4
PMC9755046,"2397-3374,",15.9
PMC10121314,"2287-2728,2287-285X,",16.9
PMC10339850,"2146-3123,2146-3131,",3.8
PMC9600884,"2075-4418,",3.3
PMC10272158,"2041-1723,",15.7
PMC9228985,"1010-660X,1648-9144,",2.4
PMC10436278,"0002-7863,1520-5126,",15.7
PMC8666816,"0017-5749,1468-3288,",26.2
PMC9310866,"1354-1013,1365-2486,",12.1
PMC9006796,"2044-6055,",2.3
PMC9323213,"2075-4418,",3.3
PMC9542760,"0025-7974,1536-5964,",1.4
PMC10775932,"1596-3519,0975-5764,",0.7
PMC9812444,"0149-2195,1545-861X,",17.3
PMC9369560,"2077-0383,",2.9
PMC9928438,"0820-3946,1488-2329,",12.2
PMC9583492,"1021-7770,1423-0127,",12.1
PMC9195067,"2000-9666,",0.6
PMC10456309,"1010-660X,1648-9144,",2.4
PMC9990141,"0036-8075,1095-9203,",45.8
PMC10129115,"0366-6999,2542-5641,",7.3
PMC9572376,"2077-0383,",2.9
PMC10095415,"2077-0383,",2.9
PMC9701140,"2662-1347,",28.5
PMC8895146,"2198-3844,",14.1
PMC9739320,"2077-0383,",2.9
PMC10914314,"1552-5260,1552-5279,",11.1
PMC10323309,"2468-2667,",25.2
PMC9918544,"2041-1723,",15.7
PMC10902511,"2772-9850,",17.6
PMC10862637,"1680-6905,1729-0503,",0.9
PMC10336148,"2041-1723,",15.7
PMC9478262,"0025-7974,1536-5964,",1.4
PMC10497978,"2296-858X,",3.0
PMC9858362,"2075-4418,",3.3
PMC8793789,"1941-5923,",0.7
PMC9996652,"2148-4902,2536-4553,",0.9
PMC10438453,"1177-889X,",2.0
PMC9912130,"2574-3805,",9.7
PMC8861027,"2041-1723,",15.7
PMC10685747,"1029-2977,1735-3947,1029-2977,",1.0
PMC10582003,"2311-6706,2150-5551,",36.3
PMC10650024,"2077-0383,",2.9
PMC8722006,"2046-4053,",3.9
PMC10619026,"2044-6055,",2.3
PMC10429451,"2572-9241,",14.6
PMC9319327,"2075-4418,",3.3
PMC10629987,"0026-4075,1930-613X,",1.1
PMC9273307,"2049-0801,",1.6
PMC10300037,"2041-1723,",15.7
PMC9403053,"2296-858X,",3.0
PMC9290160,"2324-7096,",0.8
PMC10331037,"2078-6190,2078-6204,",1.4
PMC9503624,"2077-0383,",2.9
PMC9649653,"2041-1723,",15.7
PMC10057936,"1010-660X,1648-9144,",2.4
PMC10640586,"2041-1723,",15.7
PMC9429558,"2572-9241,",14.6
PMC10378321,"2075-4418,",3.3
